part_id,score,similarity,bbox_sim,response_index,details
21233_05d745b4_0015,1.0,0.208628841607565,0.6889986703508494,1,Reconstruction successful.
34708_7559c801_0004,0.5,0.18499486125385406,,2,Reconstruction resulted in a null shape.
21822_7d3db422_0039,1.0,0.7545454545454545,0.999999716666775,3,Reconstruction successful.
80189_5bbbf853_0000,1.0,0.20918367346938777,0.3453846679011246,2,Reconstruction successful.
133402_47273d61_0012,1.0,0.3689727463312369,0.7777777470708344,1,Reconstruction successful.
138143_48d4dcd5_0000,1.0,0.8617886178861789,0.9999820157446977,3,Reconstruction successful.
55707_c78416ed_0018,1.0,0.557504873294347,0.8428667963525349,3,Reconstruction successful.
133249_b81dc8d6_0000,1.0,0.6436781609195402,0.8333334249512715,2,Reconstruction successful.
102369_65e5a7e6_0003,0.5,0.28862745098039216,,2,Reconstruction resulted in a null shape.
31962_e5291336_0038,1.0,0.8648648648648649,0.9999997893163052,3,Reconstruction successful.
50900_0326428a_0012,0.5,0.1892147587511826,,1,Reconstruction resulted in a null shape.
21680_360ba5c7_0011,1.0,0.8759124087591241,0.9999928626704729,2,Reconstruction successful.
39389_d641313f_0063,1.0,0.6334661354581673,0.8998016190476245,1,Reconstruction successful.
31962_e5291336_0010,1.0,0.6774483378256964,0.8228605226481113,3,Reconstruction successful.
127453_23b625e6_0001,0.5,0.006951596292481977,,1,Reconstruction resulted in a null shape.
27679_501db761_0012,1.0,0.8617886178861789,0.9999998584229596,1,Reconstruction successful.
60716_dcd9370c_0006,1.0,0.847457627118644,0.9999998600000274,2,Reconstruction successful.
56430_4f35ba2f_0004,0.5,0.4605678233438486,,1,Reconstruction resulted in a null shape.
41473_c2137170_0029,1.0,0.6535626535626535,0.9999999698607711,2,Reconstruction successful.
119921_5621fcb4_0000,1.0,0.9308755760368663,0.9999999726190486,3,Reconstruction successful.
41970_24ba0c1b_0001,0.5,0.30113636363636365,,3,Reconstruction resulted in a null shape.
23552_10239b96_0000,0.5,0.26,,2,Reconstruction resulted in a null shape.
127453_75e818dd_0002,0.0,0.008058781701825076,,3,"Line 275: Incorrect base structure: '- L (98.322000228, 513203000214, 98.582000'."
132867_9ee8378c_0000,1.0,0.36594202898550726,0.9131671019247598,1,Reconstruction successful.
23144_88ca00a5_0010,1.0,0.13445378151260504,0.8283339579010957,1,Reconstruction successful.
40782_3383cd58_0028,0.0,0.1984732824427481,,2,"Line 5, Command 'A', parameter 7: Invalid type or value '-1/12'."
148051_ad8f6d60_0006,0.0,0.012616043799095453,,2,"Line 258: Incorrect base structure: '- L (-8.26690781, -15.49806425, -8.26690599, -16.321'."
30030_d4b0c535_0000,1.0,0.7048710601719198,0.9999998983333492,2,Reconstruction successful.
21893_0500d043_0032,1.0,0.2881487219209915,0.8449611224806476,1,Reconstruction successful.
31962_e5291336_0045,1.0,0.5884244372990354,0.999997244668001,3,Reconstruction successful.
41978_f3c5934a_0000,1.0,0.2897278314310799,0.45316052253520117,3,Reconstruction successful.
51731_22e19a47_0031,1.0,0.5243179122182681,0.7528822596491244,2,Reconstruction successful.
51864_39932fe9_0027,1.0,0.821917808219178,0.8095238380952522,2,Reconstruction successful.
21900_760d2078_0000,1.0,0.3218390804597701,0.8851350975638602,2,Reconstruction successful.
52884_c8150d6e_0000,1.0,0.2230681385610963,0.6311201715636615,1,Reconstruction successful.
41593_d3d842f7_0001,0.5,0.17375727720555306,,3,Reconstruction resulted in a null shape.
23144_88ca00a5_0007,1.0,0.1267437225986449,0.9898662570758359,3,Reconstruction successful.
43529_4804941b_0054,0.5,0.2863741339491917,,3,Reconstruction resulted in a null shape.
137744_580caf3a_0000,0.5,0.3160040774719674,,1,Reconstruction resulted in a null shape.
50410_f8f03667_0004,1.0,0.88,0.9999996296299649,3,Reconstruction successful.
41353_16ac5969_0019,1.0,0.8527397260273972,0.9265871651786167,3,Reconstruction successful.
56344_3a89f085_0032,1.0,0.31965811965811963,0.8055529392632117,1,Reconstruction successful.
80491_e73dabd5_0000,0.5,0.14982578397212543,,3,Reconstruction resulted in a null shape.
23910_316134bd_0014,1.0,0.4340425531914894,0.36507453112238747,3,Reconstruction successful.
40939_0bedb1ea_0000,1.0,0.3380491437081162,0.9999991959603208,3,Reconstruction successful.
23255_972fbfe6_0014,1.0,0.9415041782729805,0.9999997111112661,3,Reconstruction successful.
41917_f0c40fa1_0002,1.0,0.755868544600939,0.9999992266680172,1,Reconstruction successful.
26768_c4df841f_0017,1.0,0.7300884955752213,0.9999999272727332,2,Reconstruction successful.
108412_8de2f9c3_0000,1.0,0.3394683026584867,0.6587925939960729,3,Reconstruction successful.
129935_8a7613e5_0000,0.5,0.07565470417070805,,2,Reconstruction resulted in a null shape.
49503_e42c01c0_0006,1.0,0.8925619834710744,0.9999999333333379,3,Reconstruction successful.
53472_52424457_0006,1.0,0.5863453815261044,0.9999999835555561,1,Reconstruction successful.
53822_3d84a196_0000,1.0,0.21076923076923076,0.1721997897742329,1,Reconstruction successful.
50479_a1f097b3_0017,1.0,0.9076923076923077,0.9999997055556443,1,Reconstruction successful.
21941_1a683ec2_0004,1.0,0.3026315789473684,0.7027507937258234,3,Reconstruction successful.
45285_dc1f2b6f_0002,1.0,0.852233676975945,0.957553072059925,2,Reconstruction successful.
36088_1ea9c8a9_0008,1.0,0.45350929814037194,0.4090909361856873,2,Reconstruction successful.
51341_6ba06c4a_0002,1.0,0.8333333333333334,0.9999997550412533,2,Reconstruction successful.
49613_1b97c07b_0018,1.0,0.7670588235294118,0.9999999814285719,2,Reconstruction successful.
70169_914780d4_0014,1.0,0.2501454333915067,0.9586746464245186,3,Reconstruction successful.
34781_4f8a4759_0013,1.0,0.24922971585073606,0.7777777555555616,3,Reconstruction successful.
148051_66cb4858_0044,1.0,0.8571428571428571,0.9999293438913126,1,Reconstruction successful.
51892_6da749d8_0002,1.0,0.8895184135977338,0.9999997500000936,3,Reconstruction successful.
26768_c4df841f_0012,0.5,0.3227734608487747,,2,Reconstruction resulted in a null shape.
66163_10ed8c84_0000,1.0,0.25165562913907286,0.7234339733281976,1,Reconstruction successful.
38287_88ec74de_0093,1.0,0.8898678414096917,0.9999996929295086,2,Reconstruction successful.
139674_8774f1a3_0027,0.5,0.2553191489361702,,3,Reconstruction resulted in a null shape.
42013_6092fa24_0000,1.0,0.9724770642201835,0.9999997644445188,1,Reconstruction successful.
41693_a737c734_0003,1.0,0.14350453172205438,0.48888927384077,1,Reconstruction successful.
22624_7af10d7d_0004,1.0,0.6432,0.5905748376935889,3,Reconstruction successful.
31962_e5291336_0041,1.0,0.706081081081081,0.9411764072398351,3,Reconstruction successful.
139093_f71ea5d2_0002,1.0,0.7908163265306123,0.777777382222569,1,Reconstruction successful.
34317_e9c65aa6_0009,1.0,0.9283819628647215,0.9999999676836171,3,Reconstruction successful.
37995_1cc61263_0010,1.0,0.9156626506024096,0.9999960287421564,2,Reconstruction successful.
127023_9a974c7e_0000,0.5,0.2676056338028169,,2,Reconstruction resulted in a null shape.
22025_b77024b9_0015,1.0,0.16816816816816818,0.6690910026969696,1,Reconstruction successful.
97732_4959b064_0000,0.5,0.1462012320328542,,2,Reconstruction resulted in a null shape.
33607_c6f31fa6_0004,1.0,0.8669527896995708,0.9999999453193394,1,Reconstruction successful.
31136_987852a4_0006,1.0,0.6990291262135923,0.6333332379259412,3,Reconstruction successful.
131014_17cad022_0004,1.0,0.6613226452905812,0.9999998127734394,3,Reconstruction successful.
145532_70f82e64_0000,1.0,0.9122807017543859,0.9999999362579731,3,Reconstruction successful.
27679_501db761_0010,1.0,0.6731571627260083,0.9133334000000066,1,Reconstruction successful.
138720_1ba95e19_0000,1.0,0.5707547169811321,0.9220779094110378,1,Reconstruction successful.
131463_e4a55cfe_0004,0.5,0.2634508348794063,,3,Reconstruction resulted in a null shape.
125821_16752287_0001,1.0,0.9478260869565217,0.9999999842519688,1,Reconstruction successful.
51863_0b8751d1_0006,1.0,0.6123595505617978,0.999999909011382,3,Reconstruction successful.
55715_525d1d3e_0011,1.0,0.835,0.9999999759405083,2,Reconstruction successful.
21385_601444ba_0018,1.0,0.924901185770751,0.9999786070678125,1,Reconstruction successful.
50897_3be92e2f_0027,1.0,0.224283305227656,0.3833971960251869,2,Reconstruction successful.
40999_cad6be09_0008,1.0,0.3875432525951557,0.9999999820209977,2,Reconstruction successful.
139518_5ee97bb7_0000,1.0,0.2168340838240388,0.6410627063112179,1,Reconstruction successful.
41227_90e1c07c_0001,1.0,0.7509025270758123,0.9999999720659929,1,Reconstruction successful.
22124_6f71410e_0004,1.0,0.39644218551461247,0.9999651655086277,3,Reconstruction successful.
30729_b4d83b07_0002,1.0,0.8190954773869347,0.9999999578347601,3,Reconstruction successful.
40939_0bedb1ea_0009,1.0,0.17550058892815076,0.9999676015117679,1,Reconstruction successful.
143293_fc5b0ff7_0026,0.5,0.3013698630136986,,2,Reconstruction resulted in a null shape.
142852_65dcbe39_0001,0.5,0.22981145499822128,,1,Reconstruction resulted in a null shape.
104542_2e4f8127_0000,0.0,0.4866850321395776,,1,"Line 22, Command 'E', parameter 3: Invalid type or value 'Remove'."
132863_90d729e2_0003,1.0,0.8326848249027238,0.9999949098424467,2,Reconstruction successful.
22124_6f71410e_0011,1.0,0.8846153846153846,0.9999650880234611,2,Reconstruction successful.
76298_af8ea172_0007,1.0,0.9773755656108597,0.999999806666711,1,Reconstruction successful.
41648_577daf16_0002,0.5,0.17514595496246874,,3,Reconstruction resulted in a null shape.
21237_7887a24b_0006,0.5,0.1549386701097482,,3,Reconstruction resulted in a null shape.
41757_c1173a7e_0006,1.0,0.07232401157184185,0.15158186590312564,3,Reconstruction successful.
60288_015aa59d_0000,1.0,0.8934426229508197,0.9999998571429107,2,Reconstruction successful.
85617_4879c1a8_0002,0.5,0.06902286902286903,,2,Reconstruction resulted in a null shape.
