part_id,score,similarity,bbox_sim,response_index,details
41970_24ba0c1b_0001,0.0,0.09952283571915474,,1,"Line 31: Incorrect base structure: '- L (138.49988494,'."
23552_10239b96_0000,1.0,0.22549019607843138,0.5019794012586813,3,Reconstruction successful.
127453_75e818dd_0002,0.0,0.0325881015536188,,2,"Line 44: Incorrect base structure: '- L (0.05963,'."
132867_9ee8378c_0000,0.5,0.18795620437956204,,3,Reconstruction resulted in a null shape.
23144_88ca00a5_0010,0.5,0.09501187648456057,,3,Reconstruction resulted in a null shape.
40782_3383cd58_0028,0.5,0.037349933303690526,,1,Reconstruction resulted in a null shape.
148051_ad8f6d60_0006,1.0,0.15201005025125627,0.7777415995576119,2,Reconstruction successful.
30030_d4b0c535_0000,1.0,0.8121546961325967,0.8083332509166805,2,Reconstruction successful.
21893_0500d043_0032,0.0,0.1146051712089448,,2,"Line 49: Incorrect base structure: '- L(108.55, 49.53, 105.56,'."
31962_e5291336_0045,1.0,0.06473308112652375,0.8703702775611969,1,Reconstruction successful.
41978_f3c5934a_0000,0.5,0.20719738276990185,,2,Reconstruction resulted in a null shape.
51731_22e19a47_0031,0.0,0.06557377049180328,,2,"Line 30: Incorrect base structure: '- A (-9.26, 158.51, -9.59, 161.25, -9.69, 160.26, -0.0005, -0.98995, 1.71, 0, 2.53'."
51864_39932fe9_0027,0.0,0.13196814562002276,,2,"Line 40: Incorrect base structure: '- A (-9.02, 73, -9.09, 71, -9.18, 69.95, 0.00062375, -0.99937625, 0.055, 0,'."
21900_760d2078_0000,0.0,0.17476593847525634,,3,"Line 74: Incorrect base structure: '- C (0.01500089, -0.00410001, 0'."
52884_c8150d6e_0000,0.5,0.10608203677510608,,1,Reconstruction resulted in a null shape.
41593_d3d842f7_0001,1.0,0.11633317822242904,0.8328926909397548,3,Reconstruction successful.
23144_88ca00a5_0007,1.0,0.17042115572967678,0.68522682289714,2,Reconstruction successful.
43529_4804941b_0054,0.5,0.14794520547945206,,2,Reconstruction resulted in a null shape.
137744_580caf3a_0000,0.5,0.059033989266547404,,1,Reconstruction resulted in a null shape.
50410_f8f03667_0004,1.0,0.918918918918919,0.999999629629965,1,Reconstruction successful.
41353_16ac5969_0019,1.0,0.46472019464720193,0.9999997777778371,1,Reconstruction successful.
56344_3a89f085_0032,1.0,0.18059299191374664,0.8086420406950228,2,Reconstruction successful.
80491_e73dabd5_0000,0.5,0.16770186335403728,,3,Reconstruction resulted in a null shape.
23910_316134bd_0014,1.0,0.35094339622641507,0.6840293277107037,1,Reconstruction successful.
40939_0bedb1ea_0000,0.0,0.051304347826086956,,2,"Line 12: Incorrect base structure: '- A (-12.83333334, 14.75, -13.58333333, 16), -12.83333334, 14.75, -12.66666567, 1.41666666, 0.22, 0, 0, 3.14159265'."
23255_972fbfe6_0014,1.0,0.6511627906976745,0.9999997111112658,3,Reconstruction successful.
41917_f0c40fa1_0002,1.0,0.1089455272363818,0.38888831111244376,1,Reconstruction successful.
26768_c4df841f_0017,1.0,0.3818525519848771,0.19285482411014623,3,Reconstruction successful.
108412_8de2f9c3_0000,1.0,0.35343035343035345,0.6648778346934404,3,Reconstruction successful.
129935_8a7613e5_0000,1.0,0.07280163599182005,0.7561257585054336,2,Reconstruction successful.
49503_e42c01c0_0006,1.0,0.6360655737704918,0.8333319366666668,2,Reconstruction successful.
53472_52424457_0006,0.0,0.04853932584269663,,3,"Line 52: Incorrect base structure: '- L (-64.9,'."
53822_3d84a196_0000,0.5,0.0918918918918919,,1,Reconstruction resulted in a null shape.
50479_a1f097b3_0017,1.0,0.5755102040816327,0.611111388888888,1,Reconstruction successful.
21941_1a683ec2_0004,0.0,0.07217939733707078,,1,Line 38: Incorrect base structure: '- L (29'.
45285_dc1f2b6f_0002,0.0,0.11780336581045173,,3,"Line 39: Incorrect base structure: '- L (-203.83016662, -21.'."
36088_1ea9c8a9_0008,1.0,0.09440267335004177,0.8580303592030304,2,Reconstruction successful.
51341_6ba06c4a_0002,1.0,0.7272727272727273,0.8449695752540259,1,Reconstruction successful.
49613_1b97c07b_0018,1.0,0.6490066225165563,0.9999999776190482,1,Reconstruction successful.
70169_914780d4_0014,1.0,0.14455852156057494,0.09176983254405428,3,Reconstruction successful.
34781_4f8a4759_0013,0.0,0.1205651491365777,,1,"Line 57: Incorrect base structure: '- L(33,90'."
148051_66cb4858_0044,1.0,0.8286852589641435,0.9974888789833147,3,Reconstruction successful.
51892_6da749d8_0002,1.0,0.8301886792452831,0.7916667500000111,1,Reconstruction successful.
26768_c4df841f_0012,0.0,0.08808885484488702,,1,"Line 49: Incorrect base structure: '- L (-21.735, -19.105, -19.935'."
66163_10ed8c84_0000,0.5,0.32867132867132864,,3,Reconstruction resulted in a null shape.
38287_88ec74de_0093,1.0,0.9777777777777777,0.9999996929295089,1,Reconstruction successful.
139674_8774f1a3_0027,0.0,0.044687189672293945,,1,"Line 69: Incorrect base structure: '- L(-8, 203'."
42013_6092fa24_0000,1.0,0.9636363636363636,0.9999997644445192,1,Reconstruction successful.
41693_a737c734_0003,0.0,0.041869158878504675,,2,"Line 28: Incorrect base structure: '- A (-101.955, 5.6325, -104.655, 6.7325, -106'."
22624_7af10d7d_0004,1.0,0.1361969617600838,0.6770835069444449,2,Reconstruction successful.
31962_e5291336_0041,0.0,0.11970292704237659,,1,"Line 42: Incorrect base structure: '- L (0.2, 76.19995379, 0.1, 78'."
139093_f71ea5d2_0002,1.0,0.6265060240963856,0.2591194763220638,2,Reconstruction successful.
34317_e9c65aa6_0009,1.0,0.625,0.9491518040234289,2,Reconstruction successful.
37995_1cc61263_0010,1.0,0.8244897959183674,0.9299538768800311,1,Reconstruction successful.
127023_9a974c7e_0000,0.0,0.12841648590021693,,1,"Line 24: Incorrect base structure: '- L (2.17500031, 45.10000099, 2.21500031, 46.900001),'."
22025_b77024b9_0015,0.0,0.09958769425943546,,3,Line 38: Incorrect base structure: '- L ('.
97732_4959b064_0000,0.0,0.05109728136259417,,2,"Line 41: Incorrect base structure: 'E (1, 1, New, One,'."
33607_c6f31fa6_0004,1.0,0.8046875,0.9986901768262904,3,Reconstruction successful.
31136_987852a4_0006,1.0,0.16549295774647887,0.9814812518519579,1,Reconstruction successful.
131014_17cad022_0004,0.0,0.13894324853228962,,3,"Line 36: Incorrect base structure: '- L (0.51480989, -0.47420058,'."
145532_70f82e64_0000,1.0,0.8825910931174089,0.9999999336333013,2,Reconstruction successful.
27679_501db761_0010,1.0,0.4348864994026284,0.9999998000000602,2,Reconstruction successful.
138720_1ba95e19_0000,0.0,0.1630057803468208,,2,"Line 30: Incorrect base structure: '- T (0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 1,'."
131463_e4a55cfe_0004,1.0,0.2753441802252816,0.4465839851489422,2,Reconstruction successful.
125821_16752287_0001,1.0,0.852017937219731,0.7504397358956189,1,Reconstruction successful.
51863_0b8751d1_0006,1.0,0.34273318872017355,0.9999299111241263,3,Reconstruction successful.
55715_525d1d3e_0011,1.0,0.7492795389048992,0.9999999759405084,3,Reconstruction successful.
21385_601444ba_0018,1.0,0.8235294117647058,0.8132938496085189,2,Reconstruction successful.
50897_3be92e2f_0027,1.0,0.18469656992084432,0.9333332911636072,2,Reconstruction successful.
40999_cad6be09_0008,1.0,0.29259259259259257,0.7768372769028872,1,Reconstruction successful.
139518_5ee97bb7_0000,0.0,0.05026929982046679,,1,"Line 43: Incorrect base structure: '- L (-63.34913267, 0, -61.44912717,'."
41227_90e1c07c_0001,1.0,0.7622377622377622,0.999925035925198,3,Reconstruction successful.
22124_6f71410e_0004,1.0,0.23689320388349513,0.999999833785533,3,Reconstruction successful.
30729_b4d83b07_0002,1.0,0.7547169811320755,0.8888889207977209,1,Reconstruction successful.
40939_0bedb1ea_0009,1.0,0.08409506398537477,0.3750000923032899,1,Reconstruction successful.
143293_fc5b0ff7_0026,1.0,0.2336244541484716,0.9553431729998775,3,Reconstruction successful.
142852_65dcbe39_0001,0.5,0.10717372515125324,,3,Reconstruction resulted in a null shape.
104542_2e4f8127_0000,0.0,0.24646464646464647,,3,"Line 8: Incorrect base structure: '- L (-23.66666667, -22),'."
132863_90d729e2_0003,1.0,0.7937743190661478,0.9996017405633043,2,Reconstruction successful.
22124_6f71410e_0011,1.0,0.8764044943820225,0.9999976963551348,2,Reconstruction successful.
76298_af8ea172_0007,1.0,0.972972972972973,0.999999806666711,2,Reconstruction successful.
41648_577daf16_0002,0.0,0.06005221932114883,,3,"Line 57: Incorrect base structure: '- L (-168, 78,'."
21237_7887a24b_0006,0.0,0.03590527119938885,,1,"Line 35: Incorrect base structure: '- L (0, -80.88531973),'."
41757_c1173a7e_0006,0.0,0.057904411764705885,,2,Line 29: Incorrect base structure: '- A (-67.'.
60288_015aa59d_0000,1.0,0.9473684210526315,0.9999998457143396,3,Reconstruction successful.
85617_4879c1a8_0002,1.0,0.11816578483245149,0.7166668000003366,2,Reconstruction successful.
